kappa,a,sigma,level,hmax,reference_power,reference_step,number_of_fine_steps,n_paths,rmse,backstop_fraction,mean_steps_per_path,runtime_s
2.0,1.08,0.46475800154489005,6,0.015625,14,6.103515625e-05,16384,1000,0.00014046186610898773,0.05688106166883715,576.677,0.2238530998583883
2.0,1.08,0.46475800154489005,7,0.0078125,14,6.103515625e-05,16384,1000,6.720273084408618e-05,0.053764158015952884,1184.488,0.29765879991464317
2.0,1.08,0.46475800154489005,8,0.00390625,14,6.103515625e-05,16384,1000,3.4807711697274736e-05,0.04975102443999862,2517.717,0.4142942000180483
2.0,1.08,0.46475800154489005,9,0.001953125,14,6.103515625e-05,16384,1000,1.6841813462481325e-05,0.0882935767283679,5036.312,0.5908736998680979
2.0,1.12,0.4732863826479693,4,0.0625,14,6.103515625e-05,16384,1000,0.0005501107996661045,0.07368421052631578,145.54,0.39704929990693927
2.0,1.12,0.4732863826479693,5,0.03125,14,6.103515625e-05,16384,1000,0.00027361648726795105,0.06828631532784694,291.874,0.2970551000908017
2.0,1.12,0.4732863826479693,6,0.015625,14,6.103515625e-05,16384,1000,0.00013545580431042215,0.06465153767741455,590.566,0.3547785999253392
2.0,1.12,0.4732863826479693,7,0.0078125,14,6.103515625e-05,16384,1000,7.472248221956344e-05,0.06123052684835291,1213.594,0.4054185999557376
2.0,1.12,0.4732863826479693,8,0.00390625,14,6.103515625e-05,16384,1000,3.7948319768243775e-05,0.05653981578180053,2582.481,0.47027099994011223
2.0,1.12,0.4732863826479693,9,0.001953125,14,6.103515625e-05,16384,1000,1.663727995068541e-05,0.09685474745597396,5122.196,0.6530340001918375
2.0,1.1600000000000001,0.48166378315169184,4,0.0625,14,6.103515625e-05,16384,1000,0.0005160576353257799,0.08239250379240445,148.982,0.3711951000150293
2.0,1.1600000000000001,0.48166378315169184,5,0.03125,14,6.103515625e-05,16384,1000,0.00028235678656796884,0.07699282939446361,298.859,0.23489980003796518
2.0,1.1600000000000001,0.48166378315169184,6,0.015625,14,6.103515625e-05,16384,1000,0.00014320845338421656,0.07292862269823996,604.646,0.31227710004895926
2.0,1.1600000000000001,0.48166378315169184,7,0.0078125,14,6.103515625e-05,16384,1000,7.215713601688132e-05,0.06912471311663332,1243.101,0.43819530005566776
2.0,1.1600000000000001,0.48166378315169184,8,0.00390625,14,6.103515625e-05,16384,1000,3.552837458151322e-05,0.06377146776115931,2647.924,0.5877235000953078
2.0,1.1600000000000001,0.48166378315169184,9,0.001953125,14,6.103515625e-05,16384,1000,1.713037908905107e-05,0.10549408553055466,5207.145,0.627466700039804
2.0,1.2,0.4898979485566356,4,0.0625,14,6.103515625e-05,16384,1000,0.0005755935255166919,0.09227087976924085,152.54,0.2387622999958694
2.0,1.2,0.4898979485566356,5,0.03125,14,6.103515625e-05,16384,1000,0.00028335563163254255,0.08565759841014059,305.939,0.3262879999820143
2.0,1.2,0.4898979485566356,6,0.015625,14,6.103515625e-05,16384,1000,0.00013876503888377766,0.08167610309261697,619.055,0.3153062001802027
2.0,1.2,0.4898979485566356,7,0.0078125,14,6.103515625e-05,16384,1000,6.930358010468685e-05,0.07716346323759828,1273.271,0.4551793998107314
2.0,1.2,0.4898979485566356,8,0.00390625,14,6.103515625e-05,16384,1000,3.855703338327342e-05,0.0711760175977067,2713.99,0.45921240001916885
2.0,1.2,0.4898979485566356,9,0.001953125,14,6.103515625e-05,16384,1000,1.8196469692245716e-05,0.11431364521466555,5290.602,0.5472102998755872
2.0,1.24,0.4979959839195493,4,0.0625,14,6.103515625e-05,16384,1000,0.0006146394586655266,0.10205675938732647,156.168,0.37311449996195734
2.0,1.24,0.4979959839195493,5,0.03125,14,6.103515625e-05,16384,1000,0.00029917262478414304,0.0953107981640534,313.081,0.2769104999024421
2.0,1.24,0.4979959839195493,6,0.015625,14,6.103515625e-05,16384,1000,0.0001428791211790916,0.09055288340150482,633.696,0.3264912001322955
2.0,1.24,0.4979959839195493,7,0.0078125,14,6.103515625e-05,16384,1000,7.490203214686768e-05,0.08550635028276325,1303.564,0.2911733000073582
2.0,1.24,0.4979959839195493,8,0.00390625,14,6.103515625e-05,16384,1000,3.766681490633926e-05,0.07883154081644397,2780.448,0.4852066000457853
2.0,1.24,0.4979959839195493,9,0.001953125,14,6.103515625e-05,16384,1000,1.87792566950856e-05,0.12317185664318483,5372.664,0.5198822000529617
2.0,1.28,0.5059644256269407,4,0.0625,14,6.103515625e-05,16384,1000,0.0005844439225497649,0.11271316374104322,159.795,0.250252699945122
2.0,1.28,0.5059644256269407,5,0.03125,14,6.103515625e-05,16384,1000,0.0002858980251356777,0.10467831146292435,320.372,0.28939599986188114
2.0,1.28,0.5059644256269407,6,0.015625,14,6.103515625e-05,16384,1000,0.00015489305586345999,0.09982064730438912,648.443,0.2710039000958204
2.0,1.28,0.5059644256269407,7,0.0078125,14,6.103515625e-05,16384,1000,7.788120958270791e-05,0.09422719310672037,1334.169,0.30223180004395545
2.0,1.28,0.5059644256269407,8,0.00390625,14,6.103515625e-05,16384,1000,3.6562010290616395e-05,0.08674037902691958,2847.555,0.4316031001508236
2.0,1.28,0.5059644256269407,9,0.001953125,14,6.103515625e-05,16384,1000,1.741686474200335e-05,0.1322197516034825,5452.975,0.5557277998887002
2.0,1.32,0.5138093031466052,4,0.0625,14,6.103515625e-05,16384,1000,0.000598105099851212,0.1230783348117334,163.465,0.31672660005278885
2.0,1.32,0.5138093031466052,5,0.03125,14,6.103515625e-05,16384,1000,0.00029233750438034607,0.11470993800946942,327.792,0.33914629998616874
2.0,1.32,0.5138093031466052,6,0.015625,14,6.103515625e-05,16384,1000,0.00014654025928867366,0.109180094093741,663.381,0.2754613000433892
2.0,1.32,0.5138093031466052,7,0.0078125,14,6.103515625e-05,16384,1000,8.123462214716196e-05,0.10307750573401636,1365.099,0.4228192998562008
2.0,1.32,0.5138093031466052,8,0.00390625,14,6.103515625e-05,16384,1000,3.599220393399903e-05,0.0948570797357271,2915.017,0.444874000037089
2.0,1.32,0.5138093031466052,9,0.001953125,14,6.103515625e-05,16384,1000,1.8514069298302884e-05,0.14129920773050256,5531.956,0.5594790000468493
2.0,1.36,0.521536192416212,4,0.0625,14,6.103515625e-05,16384,1000,0.000631292106014049,0.13417427763124054,167.193,0.2558230001013726
2.0,1.36,0.521536192416212,5,0.03125,14,6.103515625e-05,16384,1000,0.0002869711201129618,0.12512529832935562,335.2,0.2232792000286281
2.0,1.36,0.521536192416212,6,0.015625,14,6.103515625e-05,16384,1000,0.00014859074633310617,0.11859986495770346,678.306,0.3291497000027448
2.0,1.36,0.521536192416212,7,0.0078125,14,6.103515625e-05,16384,1000,7.959509328188627e-05,0.1123142788799654,1396.314,0.3024886001367122
2.0,1.36,0.521536192416212,8,0.00390625,14,6.103515625e-05,16384,1000,3.805598989144296e-05,0.10319905467538669,2982.256,0.4309215000830591
2.0,1.36,0.521536192416212,9,0.001953125,14,6.103515625e-05,16384,1000,2.0581785077018808e-05,0.15008480787576056,5610.328,0.5696805000770837
2.0,1.4000000000000001,0.5291502622129182,4,0.0625,14,6.103515625e-05,16384,1000,0.0005927778574473817,0.14402808249232119,170.925,0.23522059991955757
2.0,1.4000000000000001,0.5291502622129182,5,0.03125,14,6.103515625e-05,16384,1000,0.00031277156006851055,0.13483841219627504,342.662,0.25194620015099645
2.0,1.4000000000000001,0.5291502622129182,6,0.015625,14,6.103515625e-05,16384,1000,0.00015835022342775042,0.12853774775229457,693.485,0.26373649993911386
2.0,1.4000000000000001,0.5291502622129182,7,0.0078125,14,6.103515625e-05,16384,1000,8.144008468538516e-05,0.12177394725118311,1427.596,0.3113700000103563
2.0,1.4000000000000001,0.5291502622129182,8,0.00390625,14,6.103515625e-05,16384,1000,3.849126331801373e-05,0.11167436957223872,3049.715,0.42926459992304444
2.0,1.4000000000000001,0.5291502622129182,9,0.001953125,14,6.103515625e-05,16384,1000,1.885055960329692e-05,0.15882699390817429,5687.95,0.5449171999935061
2.0,1.4400000000000002,0.5366563145999496,4,0.0625,14,6.103515625e-05,16384,1000,0.0006261443129420754,0.15570866930291916,174.743,0.3095335999969393
2.0,1.4400000000000002,0.5366563145999496,5,0.03125,14,6.103515625e-05,16384,1000,0.0003128608158939389,0.14558226626857493,350.338,0.3292759000323713
2.0,1.4400000000000002,0.5366563145999496,6,0.015625,14,6.103515625e-05,16384,1000,0.00015183259585159202,0.1386452654272911,708.744,0.31715489993803203
2.0,1.4400000000000002,0.5366563145999496,7,0.0078125,14,6.103515625e-05,16384,1000,7.777404290531274e-05,0.13100703044791176,1459.082,0.40964440000243485
2.0,1.4400000000000002,0.5366563145999496,8,0.00390625,14,6.103515625e-05,16384,1000,3.8893886296506315e-05,0.12029953141676256,3117.269,0.5755680999718606
2.0,1.4400000000000002,0.5366563145999496,9,0.001953125,14,6.103515625e-05,16384,1000,1.8512651695988818e-05,0.16757159284063788,5764.927,0.6973669999279082
2.0,1.48,0.5440588203494178,4,0.0625,14,6.103515625e-05,16384,1000,0.0005963597388581284,0.16726659986228595,178.631,0.2716183001175523
2.0,1.48,0.5440588203494178,5,0.03125,14,6.103515625e-05,16384,1000,0.0003123571892855648,0.15629548305271773,357.963,0.30269979988224804
2.0,1.48,0.5440588203494178,6,0.015625,14,6.103515625e-05,16384,1000,0.00016056435834623732,0.14874824649575294,724.264,0.33431160007603467
2.0,1.48,0.5440588203494178,7,0.0078125,14,6.103515625e-05,16384,1000,8.504270100415062e-05,0.14060293382621794,1490.545,0.3891955001745373
2.0,1.48,0.5440588203494178,8,0.00390625,14,6.103515625e-05,16384,1000,3.614761881867239e-05,0.12904906291724708,3184.564,0.4864868000149727
2.0,1.48,0.5440588203494178,9,0.001953125,14,6.103515625e-05,16384,1000,1.8954302169474404e-05,0.1762059280576328,5840.564,0.6432407000102103
2.0,1.52,0.5513619500836089,4,0.0625,14,6.103515625e-05,16384,1000,0.0006188190022463148,0.1784506803000663,182.493,0.25922879995778203
2.0,1.52,0.5513619500836089,5,0.03125,14,6.103515625e-05,16384,1000,0.0003311817376193835,0.16695291176904942,365.654,0.34405669989064336
2.0,1.52,0.5513619500836089,6,0.015625,14,6.103515625e-05,16384,1000,0.0001740428570596112,0.15875004900151804,739.773,0.45849720016121864
2.0,1.52,0.5513619500836089,7,0.0078125,14,6.103515625e-05,16384,1000,8.887100524363587e-05,0.15014441699273778,1522.674,0.4038422000594437
2.0,1.52,0.5513619500836089,8,0.00390625,14,6.103515625e-05,16384,1000,3.786483271799519e-05,0.13775968204858302,3252.824,0.5857513998635113
2.0,1.52,0.5513619500836089,9,0.001953125,14,6.103515625e-05,16384,1000,1.965219981013612e-05,0.18497716990687432,5915.876,0.6146994999144226
2.0,1.56,0.5585696017507576,4,0.0625,14,6.103515625e-05,16384,1000,0.0006598418438859749,0.1895046391448304,186.349,0.2350246999412775
2.0,1.56,0.5585696017507576,5,0.03125,14,6.103515625e-05,16384,1000,0.0003351711209739832,0.17730152694241966,373.426,0.2530578998848796
2.0,1.56,0.5585696017507576,6,0.015625,14,6.103515625e-05,16384,1000,0.0001733083283714967,0.1690169367690426,755.516,0.26828600000590086
2.0,1.56,0.5585696017507576,7,0.0078125,14,6.103515625e-05,16384,1000,8.813197747586591e-05,0.15970069185901412,1554.652,0.40637450013309717
2.0,1.56,0.5585696017507576,8,0.00390625,14,6.103515625e-05,16384,1000,4.001211222706841e-05,0.14647064384758562,3321.314,0.533191499998793
2.0,1.56,0.5585696017507576,9,0.001953125,14,6.103515625e-05,16384,1000,2.008546884601777e-05,0.19379559472601177,5990.002,0.6697102000471205
2.0,1.6,0.5656854249492381,4,0.0625,14,6.103515625e-05,16384,1000,0.0006833554522814372,0.20113997530929054,190.355,0.229223599890247
2.0,1.6,0.5656854249492381,5,0.03125,14,6.103515625e-05,16384,1000,0.0003655954229299575,0.18818062864979535,381.357,0.2806039999704808
2.0,1.6,0.5656854249492381,6,0.015625,14,6.103515625e-05,16384,1000,0.00019510721916180765,0.17943525385054193,771.32,0.31900650006718934
2.0,1.6,0.5656854249492381,7,0.0078125,14,6.103515625e-05,16384,1000,9.576499112637718e-05,0.16957762488744835,1587.049,0.3750184001401067
2.0,1.6,0.5656854249492381,8,0.00390625,14,6.103515625e-05,16384,1000,3.798116145618543e-05,0.15528028917621772,3389.767,0.48170380014926195
2.0,1.6,0.5656854249492381,9,0.001953125,14,6.103515625e-05,16384,1000,1.935288756068602e-05,0.20254196834135363,6062.546,0.5635653999634087
0.2,0.0,0.0,4,0.0625,14,6.103515625e-05,16384,1000,7.4260143882454174e-06,0.0,107.0,0.2184780000243336
0.2,0.0,0.0,5,0.03125,14,6.103515625e-05,16384,1000,3.727637405834955e-06,0.0,214.0,0.25986040011048317
0.2,0.0,0.0,6,0.015625,14,6.103515625e-05,16384,1000,1.875984161049671e-06,0.0,431.0,0.2740587000735104
0.2,0.0,0.0,7,0.0078125,14,6.103515625e-05,16384,1000,9.515905036727724e-07,0.0,871.0,0.3200238000135869
0.2,0.0,0.0,8,0.00390625,14,6.103515625e-05,16384,1000,4.893007385965709e-07,0.0,1784.0,0.3493573998566717
0.2,0.0,0.0,9,0.001953125,14,6.103515625e-05,16384,1000,2.492523791738921e-07,0.0,3929.0,0.33669540006667376
0.2,0.04,0.028284271247461905,4,0.0625,14,6.103515625e-05,16384,1000,9.701494865592497e-06,0.0,107.446,0.4236816999036819
0.2,0.04,0.028284271247461905,5,0.03125,14,6.103515625e-05,16384,1000,4.806649438789216e-06,0.0,215.029,0.23754510004073381
0.2,0.04,0.028284271247461905,6,0.015625,14,6.103515625e-05,16384,1000,2.4060499314970795e-06,0.0,432.362,0.24317230004817247
0.2,0.04,0.028284271247461905,7,0.0078125,14,6.103515625e-05,16384,1000,1.2476826724137887e-06,0.0,875.672,0.30160539993084967
0.2,0.04,0.028284271247461905,8,0.00390625,14,6.103515625e-05,16384,1000,6.262979468059933e-07,0.0,1797.777,0.2802523002028465
0.2,0.04,0.028284271247461905,9,0.001953125,14,6.103515625e-05,16384,1000,3.229280555877174e-07,0.0,3867.404,0.35630870005115867
0.2,0.08,0.04,4,0.0625,14,6.103515625e-05,16384,1000,1.1310139504773742e-05,0.0,107.954,0.26490859990008175
0.2,0.08,0.04,5,0.03125,14,6.103515625e-05,16384,1000,5.662747515051519e-06,0.0,216.067,0.27562349988147616
0.2,0.08,0.04,6,0.015625,14,6.103515625e-05,16384,1000,2.89150730097344e-06,0.0,434.465,0.2479412998072803
0.2,0.08,0.04,7,0.0078125,14,6.103515625e-05,16384,1000,1.451377254135903e-06,0.0,880.176,0.2935818999540061
0.2,0.08,0.04,8,0.00390625,14,6.103515625e-05,16384,1000,7.357201098255784e-07,0.0,1808.96,0.3010112999472767
0.2,0.08,0.04,9,0.001953125,14,6.103515625e-05,16384,1000,3.7969650527839354e-07,0.0,3862.857,0.3514047998469323
0.2,0.12,0.048989794855663564,4,0.0625,14,6.103515625e-05,16384,1000,1.284554796067878e-05,0.0,108.486,0.25471520004794
0.2,0.12,0.048989794855663564,5,0.03125,14,6.103515625e-05,16384,1000,6.388372361469412e-06,0.0,217.142,0.26240010000765324
0.2,0.12,0.048989794855663564,6,0.015625,14,6.103515625e-05,16384,1000,3.125725238147847e-06,0.0,436.699,0.2335179999936372
0.2,0.12,0.048989794855663564,7,0.0078125,14,6.103515625e-05,16384,1000,1.6200720541593974e-06,0.0,884.847,0.2405177999753505
0.2,0.12,0.048989794855663564,8,0.00390625,14,6.103515625e-05,16384,1000,8.078258607895437e-07,0.0,1819.208,0.29766359995119274
0.2,0.12,0.048989794855663564,9,0.001953125,14,6.103515625e-05,16384,1000,4.251385542252749e-07,0.0,3880.887,0.3481821999885142
0.2,0.16,0.05656854249492381,4,0.0625,14,6.103515625e-05,16384,1000,1.4223928668295707e-05,0.0,109.054,0.2311770000960678
0.2,0.16,0.05656854249492381,5,0.03125,14,6.103515625e-05,16384,1000,7.038970240320527e-06,0.0,218.277,0.23868929990567267
0.2,0.16,0.05656854249492381,6,0.015625,14,6.103515625e-05,16384,1000,3.5373772198276167e-06,0.0,438.967,0.2591732000000775
0.2,0.16,0.05656854249492381,7,0.0078125,14,6.103515625e-05,16384,1000,1.83191463564292e-06,0.0,889.598,0.28171920008026063
0.2,0.16,0.05656854249492381,8,0.00390625,14,6.103515625e-05,16384,1000,9.054622060642436e-07,0.0,1830.184,0.32637470006011426
0.2,0.16,0.05656854249492381,9,0.001953125,14,6.103515625e-05,16384,1000,4.5679216267908025e-07,0.0,3904.812,0.3871528999879956
0.2,0.2,0.0632455532033676,4,0.0625,14,6.103515625e-05,16384,1000,1.5153020748491204e-05,0.0,109.609,0.2566009999718517
0.2,0.2,0.0632455532033676,5,0.03125,14,6.103515625e-05,16384,1000,7.511668263186744e-06,0.0,219.436,0.2642175001092255
0.2,0.2,0.0632455532033676,6,0.015625,14,6.103515625e-05,16384,1000,3.791297487590029e-06,0.0,441.336,0.27121250005438924
0.2,0.2,0.0632455532033676,7,0.0078125,14,6.103515625e-05,16384,1000,1.8912440890090388e-06,0.0,894.551,0.29601399996317923
0.2,0.2,0.0632455532033676,8,0.00390625,14,6.103515625e-05,16384,1000,9.73699903614164e-07,0.0,1841.207,0.3207255001179874
0.2,0.2,0.0632455532033676,9,0.001953125,14,6.103515625e-05,16384,1000,5.079765162218854e-07,0.0,3930.269,0.3535665001254529
0.2,0.24000000000000002,0.0692820323027551,4,0.0625,14,6.103515625e-05,16384,1000,1.6215736154415753e-05,0.0,110.23,0.21179560013115406
0.2,0.24000000000000002,0.0692820323027551,5,0.03125,14,6.103515625e-05,16384,1000,7.865650616882911e-06,0.0,220.663,0.22913839993998408
0.2,0.24000000000000002,0.0692820323027551,6,0.015625,14,6.103515625e-05,16384,1000,4.024656598004076e-06,0.0,443.835,0.24141169991344213
0.2,0.24000000000000002,0.0692820323027551,7,0.0078125,14,6.103515625e-05,16384,1000,2.029351028811733e-06,0.0,899.73,0.23991530016064644
0.2,0.24000000000000002,0.0692820323027551,8,0.00390625,14,6.103515625e-05,16384,1000,1.024690074932201e-06,0.0,1852.508,0.31179069983772933
0.2,0.24000000000000002,0.0692820323027551,9,0.001953125,14,6.103515625e-05,16384,1000,5.265200225775795e-07,0.0,3956.206,0.3914913001935929
0.2,0.27999999999999997,0.07483314773547883,4,0.0625,14,6.103515625e-05,16384,1000,1.6690644089269933e-05,0.0,110.865,0.25264189997687936
0.2,0.27999999999999997,0.07483314773547883,5,0.03125,14,6.103515625e-05,16384,1000,8.539423055558588e-06,0.0,221.921,0.2767435999121517
0.2,0.27999999999999997,0.07483314773547883,6,0.015625,14,6.103515625e-05,16384,1000,4.139051831331437e-06,0.0,446.424,0.26976640010252595
0.2,0.27999999999999997,0.07483314773547883,7,0.0078125,14,6.103515625e-05,16384,1000,2.1630573626978143e-06,0.0,905.109,0.26256459997966886
0.2,0.27999999999999997,0.07483314773547883,8,0.00390625,14,6.103515625e-05,16384,1000,1.0797265540408325e-06,0.0,1864.081,0.29201290011405945
0.2,0.27999999999999997,0.07483314773547883,9,0.001953125,14,6.103515625e-05,16384,1000,5.603547586210576e-07,0.0,3982.799,0.4460148001089692
0.2,0.32,0.08,4,0.0625,14,6.103515625e-05,16384,1000,1.7052316947992827e-05,0.0,111.476,0.2309534999076277
0.2,0.32,0.08,5,0.03125,14,6.103515625e-05,16384,1000,8.646360521129958e-06,0.0,223.237,0.24945200001820922
0.2,0.32,0.08,6,0.015625,14,6.103515625e-05,16384,1000,4.3495961179819035e-06,0.0,449.097,0.2752029001712799
0.2,0.32,0.08,7,0.0078125,14,6.103515625e-05,16384,1000,2.25227346916046e-06,0.0,910.707,0.2777881999500096
0.2,0.32,0.08,8,0.00390625,14,6.103515625e-05,16384,1000,1.0947295548674366e-06,0.0,1876.146,0.3439841999206692
0.2,0.32,0.08,9,0.001953125,14,6.103515625e-05,16384,1000,5.630665274216617e-07,0.0,4009.69,0.46882329997606575
0.2,0.36,0.08485281374238571,4,0.0625,14,6.103515625e-05,16384,1000,1.7637173239555375e-05,0.0,112.154,0.2453549997881055
0.2,0.36,0.08485281374238571,5,0.03125,14,6.103515625e-05,16384,1000,9.220656453928302e-06,0.0,224.597,0.26515619992278516
0.2,0.36,0.08485281374238571,6,0.015625,14,6.103515625e-05,16384,1000,4.64319635085221e-06,0.0,451.885,0.2999191000126302
0.2,0.36,0.08485281374238571,7,0.0078125,14,6.103515625e-05,16384,1000,2.3012374817995623e-06,0.0,916.519,0.2709085000678897
0.2,0.36,0.08485281374238571,8,0.00390625,14,6.103515625e-05,16384,1000,1.1770032348015943e-06,0.0,1888.805,0.33611050015315413
0.2,0.36,0.08485281374238571,9,0.001953125,14,6.103515625e-05,16384,1000,5.827611658439613e-07,0.0,4038.306,0.44333310006186366
0.2,0.39999999999999997,0.08944271909999159,4,0.0625,14,6.103515625e-05,16384,1000,1.8545518630774245e-05,0.0,112.871,0.23251970019191504
0.2,0.39999999999999997,0.08944271909999159,5,0.03125,14,6.103515625e-05,16384,1000,9.10429861649638e-06,0.0,226.035,0.27138549997471273
0.2,0.39999999999999997,0.08944271909999159,6,0.015625,14,6.103515625e-05,16384,1000,4.657591195911364e-06,0.0,454.817,0.2872523998375982
0.2,0.39999999999999997,0.08944271909999159,7,0.0078125,14,6.103515625e-05,16384,1000,2.3840618867383266e-06,0.0,922.625,0.29650630010291934
0.2,0.39999999999999997,0.08944271909999159,8,0.00390625,14,6.103515625e-05,16384,1000,1.206271153891491e-06,0.0,1902.581,0.34031510003842413
0.2,0.39999999999999997,0.08944271909999159,9,0.001953125,14,6.103515625e-05,16384,1000,5.918571019223106e-07,1.74479798311183e-05,4069.239,0.4842123999260366
0.2,0.44,0.09380831519646861,4,0.0625,14,6.103515625e-05,16384,1000,1.97248436063679e-05,0.0,113.587,0.2665277998894453
0.2,0.44,0.09380831519646861,5,0.03125,14,6.103515625e-05,16384,1000,9.521885073267513e-06,0.0,227.496,0.23400779999792576
0.2,0.44,0.09380831519646861,6,0.015625,14,6.103515625e-05,16384,1000,4.807031440828747e-06,0.0,457.838,0.24499070015735924
0.2,0.44,0.09380831519646861,7,0.0078125,14,6.103515625e-05,16384,1000,2.4581687865217923e-06,0.0,929.027,0.31096550007350743
0.2,0.44,0.09380831519646861,8,0.00390625,14,6.103515625e-05,16384,1000,1.2103135444768347e-06,0.0,1916.988,0.37012249999679625
0.2,0.44,0.09380831519646861,9,0.001953125,14,6.103515625e-05,16384,1000,6.269398684744799e-07,0.0001383734059956125,4104.835,0.47394219995476305
0.2,0.48,0.09797958971132713,4,0.0625,14,6.103515625e-05,16384,1000,2.0163346576900926e-05,0.0,114.363,0.2636176000814885
0.2,0.48,0.09797958971132713,5,0.03125,14,6.103515625e-05,16384,1000,9.922762089146633e-06,0.0,229.055,0.26528050005435944
0.2,0.48,0.09797958971132713,6,0.015625,14,6.103515625e-05,16384,1000,4.929080101778958e-06,0.0,461.036,0.2853288999758661
0.2,0.48,0.09797958971132713,7,0.0078125,14,6.103515625e-05,16384,1000,2.5334250594914266e-06,0.0,935.674,0.31378090009093285
0.2,0.48,0.09797958971132713,8,0.00390625,14,6.103515625e-05,16384,1000,1.2768814499646555e-06,0.0,1931.904,0.32706410018727183
0.2,0.48,0.09797958971132713,9,0.001953125,14,6.103515625e-05,16384,1000,6.385509630187706e-07,0.00031496412667205527,4143.329,0.48382769990712404
0.2,0.52,0.10198039027185571,4,0.0625,14,6.103515625e-05,16384,1000,2.0502824693709462e-05,0.0,115.181,0.23644199990667403
0.2,0.52,0.10198039027185571,5,0.03125,14,6.103515625e-05,16384,1000,9.971420007674056e-06,0.0,230.697,0.23863719985820353
0.2,0.52,0.10198039027185571,6,0.015625,14,6.103515625e-05,16384,1000,4.928697436841116e-06,0.0,464.388,0.23836089996621013
0.2,0.52,0.10198039027185571,7,0.0078125,14,6.103515625e-05,16384,1000,2.6185383969229626e-06,0.0,942.782,0.2808771999552846
0.2,0.52,0.10198039027185571,8,0.00390625,14,6.103515625e-05,16384,1000,1.278445668993026e-06,0.0,1947.736,0.3304850999265909
0.2,0.52,0.10198039027185571,9,0.001953125,14,6.103515625e-05,16384,1000,6.428670928141962e-07,0.0005751097931445288,4183.549,0.4875463000498712
0.2,0.56,0.10583005244258364,4,0.0625,14,6.103515625e-05,16384,1000,2.0659528274133212e-05,0.00016376769122032788,116.018,0.22272840002551675
0.2,0.56,0.10583005244258364,5,0.03125,14,6.103515625e-05,16384,1000,1.0313756937439124e-05,0.00013338611407524698,232.408,0.22798860003240407
0.2,0.56,0.10583005244258364,6,0.015625,14,6.103515625e-05,16384,1000,5.0506295836718714e-06,0.00012394777951827055,467.939,0.26918609999120235
